Dataset_PID;Literature_PID;DataCite_RelationType_of_Dataset_PID_record;links_in_scholix;url_to_scholix
10.23719/1520143;10.1061/(asce)he.1943-5584.0002097;IsSupplementTo;1;/v3/Links?sourcePid=10.23719/1520143&targetPid=10.1061/(asce)he.1943-5584.0002097&relation=IsSupplementTo
10.6084/m9.figshare.13352183;10.1186/s13059-020-02199-6;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.13352183&targetPid=10.1186/s13059-020-02199-6&relation=IsSupplementTo
10.6084/m9.figshare.13352189.v1;10.1186/s13059-020-02199-6;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.13352189.v1&targetPid=10.1186/s13059-020-02199-6&relation=IsSupplementTo
10.6084/m9.figshare.c.5230681.v1;10.1098/rspb.2020.2653;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.c.5230681.v1&targetPid=10.1098/rspb.2020.2653&relation=IsSupplementTo
10.6084/m9.figshare.25101977.v1;10.1038/s41559-024-02555-w;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.25101977.v1&targetPid=10.1038/s41559-024-02555-w&relation=IsSupplementTo
10.5061/dryad.j1h2v;10.1038/s41598-018-22178-z;IsCitedBy;0;/v3/Links?sourcePid=10.5061/dryad.j1h2v&targetPid=10.1038/s41598-018-22178-z&relation=IsCitedBy
10.48758/ufz.12451;10.1021/acs.est.1c04310;IsSupplementTo;1;/v3/Links?sourcePid=10.48758/ufz.12451&targetPid=10.1021/acs.est.1c04310&relation=IsSupplementTo
10.6084/m9.figshare.13572055.v1;10.1186/s13073-020-00823-5;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.13572055.v1&targetPid=10.1186/s13073-020-00823-5&relation=IsSupplementTo
10.6084/m9.figshare.3566544;10.1890/07-1292.1;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.3566544&targetPid=10.1890/07-1292.1&relation=IsSupplementTo
10.6084/m9.figshare.3566550.v1;10.1890/07-1292.1;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.3566550.v1&targetPid=10.1890/07-1292.1&relation=IsSupplementTo
10.6084/m9.figshare.7992080;10.1186/s40168-019-0674-x;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.7992080&targetPid=10.1186/s40168-019-0674-x&relation=IsSupplementTo
10.6084/m9.figshare.12774865.v1;10.1186/s12898-020-00310-w;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.12774865.v1&targetPid=10.1186/s12898-020-00310-w&relation=IsSupplementTo
10.6084/m9.figshare.c.6032178;10.1186/s12920-022-01281-1;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.c.6032178&targetPid=10.1186/s12920-022-01281-1&relation=IsSupplementTo
10.6084/m9.figshare.3566079.v1;10.1890/06-1870.1;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.3566079.v1&targetPid=10.1890/06-1870.1&relation=IsSupplementTo
10.6084/m9.figshare.c.4285136.v1;10.1186/s12889-018-6110-5;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.c.4285136.v1&targetPid=10.1186/s12889-018-6110-5&relation=IsSupplementTo
10.6084/m9.figshare.3563325.v1;10.1890/14-2125.1;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.3563325.v1&targetPid=10.1890/14-2125.1&relation=IsSupplementTo
10.6084/m9.figshare.c.3633569_d4.v1;10.1186/s13072-015-0035-3;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.c.3633569_d4.v1&targetPid=10.1186/s13072-015-0035-3&relation=IsSupplementTo
10.6084/m9.figshare.c.3612413_d7;10.1186/s12915-016-0286-x;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.c.3612413_d7&targetPid=10.1186/s12915-016-0286-x&relation=IsSupplementTo
10.6084/m9.figshare.c.4837959.v1;10.1186/s12864-020-6516-1;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.c.4837959.v1&targetPid=10.1186/s12864-020-6516-1&relation=IsSupplementTo
10.6084/m9.figshare.c.5359607.v1;10.1186/s13059-021-02306-1;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.c.5359607.v1&targetPid=10.1186/s13059-021-02306-1&relation=IsSupplementTo
10.6084/m9.figshare.c.3600446_d3.v1;10.1186/s13014-016-0672-0;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.c.3600446_d3.v1&targetPid=10.1186/s13014-016-0672-0&relation=IsSupplementTo
10.6084/m9.figshare.c.5425704.v1;10.1186/s12860-021-00363-9;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.c.5425704.v1&targetPid=10.1186/s12860-021-00363-9&relation=IsSupplementTo
10.6084/m9.figshare.c.4968980;10.1186/s13014-020-01541-3;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.c.4968980&targetPid=10.1186/s13014-020-01541-3&relation=IsSupplementTo
10.5281/zenodo.10037291;10.5194/acp-15-633-2015;IsSupplementTo;1;/v3/Links?sourcePid=10.5281/zenodo.10037291&targetPid=10.5194/acp-15-633-2015&relation=IsSupplementTo
10.6084/m9.figshare.19498200.v1;10.1186/s13059-022-02660-8;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.19498200.v1&targetPid=10.1186/s13059-022-02660-8&relation=IsSupplementTo
10.4121/344e24ad-b2f5-4ed9-8d49-6efa2081d30c.v1;10.1038/s43247-024-01423-6;IsSupplementTo;1;/v3/Links?sourcePid=10.4121/344e24ad-b2f5-4ed9-8d49-6efa2081d30c.v1&targetPid=10.1038/s43247-024-01423-6&relation=IsSupplementTo
10.12754/data-2024-0002;10.1073/pnas.2312008121;IsSupplementTo;0;/v3/Links?sourcePid=10.12754/data-2024-0002&targetPid=10.1073/pnas.2312008121&relation=IsSupplementTo
10.17632/j2k6tkfxk9.1;10.1016/j.tws.2019.106195;IsSupplementTo;1;/v3/Links?sourcePid=10.17632/j2k6tkfxk9.1&targetPid=10.1016/j.tws.2019.106195&relation=IsSupplementTo
10.26093/cds/vizier.36350122;10.1051/0004-6361/201732393;IsSupplementTo;1;/v3/Links?sourcePid=10.26093/cds/vizier.36350122&targetPid=10.1051/0004-6361/201732393&relation=IsSupplementTo
10.6084/m9.figshare.9776579;10.1186/s12859-019-3031-y;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.9776579&targetPid=10.1186/s12859-019-3031-y&relation=IsSupplementTo
10.1594/pangaea.867875;10.5194/tc-10-1991-2016;IsSupplementTo;1;/v3/Links?sourcePid=10.1594/pangaea.867875&targetPid=10.5194/tc-10-1991-2016&relation=IsSupplementTo
10.25384/sage.c.6343765;10.1177/20530196221132709;IsSupplementTo;1;/v3/Links?sourcePid=10.25384/sage.c.6343765&targetPid=10.1177/20530196221132709&relation=IsSupplementTo
10.26093/cds/vizier.36500064;10.1051/0004-6361/202039406;IsSupplementTo;1;/v3/Links?sourcePid=10.26093/cds/vizier.36500064&targetPid=10.1051/0004-6361/202039406&relation=IsSupplementTo
10.25384/sage.c.5073157;10.1177/0021998320932301;IsSupplementTo;1;/v3/Links?sourcePid=10.25384/sage.c.5073157&targetPid=10.1177/0021998320932301&relation=IsSupplementTo
10.5281/zenodo.3239271;10.3390/data4030105;IsSupplementTo;1;/v3/Links?sourcePid=10.5281/zenodo.3239271&targetPid=10.3390/data4030105&relation=IsSupplementTo
10.6084/m9.figshare.21162646;10.1186/s12885-022-10075-8;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.21162646&targetPid=10.1186/s12885-022-10075-8&relation=IsSupplementTo
10.6084/m9.figshare.c.3698293;10.1186/s12943-015-0476-0;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.c.3698293&targetPid=10.1186/s12943-015-0476-0&relation=IsSupplementTo
10.6084/m9.figshare.c.3597224_d2.v1;10.1186/s12864-016-3206-0;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.c.3597224_d2.v1&targetPid=10.1186/s12864-016-3206-0&relation=IsSupplementTo
10.6084/m9.figshare.12326168.v1;10.1159/000507114;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.12326168.v1&targetPid=10.1159/000507114&relation=IsSupplementTo
10.6084/m9.figshare.11479743;10.1186/s12859-019-3323-2;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.11479743&targetPid=10.1186/s12859-019-3323-2&relation=IsSupplementTo
10.6084/m9.figshare.7842893.v1;10.1186/s13287-019-1194-0;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.7842893.v1&targetPid=10.1186/s13287-019-1194-0&relation=IsSupplementTo
10.6084/m9.figshare.c.3799303;10.1186/s13014-017-0832-x;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.c.3799303&targetPid=10.1186/s13014-017-0832-x&relation=IsSupplementTo
10.6084/m9.figshare.c.5408294.v1;10.1186/s12916-021-01970-1;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.c.5408294.v1&targetPid=10.1186/s12916-021-01970-1&relation=IsSupplementTo
10.6084/m9.figshare.c.3616652;10.1186/s12896-016-0250-4;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.c.3616652&targetPid=10.1186/s12896-016-0250-4&relation=IsSupplementTo
10.1594/pangaea.939662;10.3390/rs14153771;IsSupplementTo;1;/v3/Links?sourcePid=10.1594/pangaea.939662&targetPid=10.3390/rs14153771&relation=IsSupplementTo
10.6084/m9.figshare.11329478.v1;10.1186/s40478-019-0851-y;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.11329478.v1&targetPid=10.1186/s40478-019-0851-y&relation=IsSupplementTo
10.6084/m9.figshare.c.4772348;10.1186/s40478-019-0851-y;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.c.4772348&targetPid=10.1186/s40478-019-0851-y&relation=IsSupplementTo
10.6084/m9.figshare.5128606;10.1159/000439048;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.5128606&targetPid=10.1159/000439048&relation=IsSupplementTo
10.6084/m9.figshare.c.5210814.v1;10.1186/s13569-020-00144-6;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.c.5210814.v1&targetPid=10.1186/s13569-020-00144-6&relation=IsSupplementTo
10.6084/m9.figshare.7802828;10.1186/s13569-019-0112-7;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.7802828&targetPid=10.1186/s13569-019-0112-7&relation=IsSupplementTo
10.6084/m9.figshare.7687295.v1;10.1159/000495806;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.7687295.v1&targetPid=10.1159/000495806&relation=IsSupplementTo
10.6084/m9.figshare.13018182;10.1186/s12915-020-00863-8;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.13018182&targetPid=10.1186/s12915-020-00863-8&relation=IsSupplementTo
10.6084/m9.figshare.19359502;10.1186/s13073-022-01030-0;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.19359502&targetPid=10.1186/s13073-022-01030-0&relation=IsSupplementTo
10.6084/m9.figshare.c.3610370_d8;10.1186/s12915-016-0278-x;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.c.3610370_d8&targetPid=10.1186/s12915-016-0278-x&relation=IsSupplementTo
10.6084/m9.figshare.c.4717028.v1;10.1186/s40478-019-0801-8;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.c.4717028.v1&targetPid=10.1186/s40478-019-0801-8&relation=IsSupplementTo
10.6084/m9.figshare.c.6588697.v1;10.1186/s12859-022-05124-9;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.c.6588697.v1&targetPid=10.1186/s12859-022-05124-9&relation=IsSupplementTo
10.1594/pangaea.817041;10.5194/cp-9-2507-2013;IsSupplementTo;1;/v3/Links?sourcePid=10.1594/pangaea.817041&targetPid=10.5194/cp-9-2507-2013&relation=IsSupplementTo
10.6084/m9.figshare.c.3619631_d1.v1;10.1186/s12967-016-0907-8;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.c.3619631_d1.v1&targetPid=10.1186/s12967-016-0907-8&relation=IsSupplementTo
10.6084/m9.figshare.c.3619631_d2.v1;10.1186/s12967-016-0907-8;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.c.3619631_d2.v1&targetPid=10.1186/s12967-016-0907-8&relation=IsSupplementTo
10.6084/m9.figshare.5937826.v1;10.1186/s40478-018-0521-5;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.5937826.v1&targetPid=10.1186/s40478-018-0521-5&relation=IsSupplementTo
10.6084/m9.figshare.7705799;10.1186/s13059-019-1644-0;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.7705799&targetPid=10.1186/s13059-019-1644-0&relation=IsSupplementTo
10.25384/sage.13095893.v1;10.1177/2040620720933761;IsSupplementTo;1;/v3/Links?sourcePid=10.25384/sage.13095893.v1&targetPid=10.1177/2040620720933761&relation=IsSupplementTo
10.6084/m9.figshare.23255524.v1;10.1186/s12943-023-01792-0;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.23255524.v1&targetPid=10.1186/s12943-023-01792-0&relation=IsSupplementTo
10.6084/m9.figshare.23255572.v1;10.1186/s12943-023-01792-0;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.23255572.v1&targetPid=10.1186/s12943-023-01792-0&relation=IsSupplementTo
10.6084/m9.figshare.c.5580676.v1;10.1186/s12915-021-01101-5;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.c.5580676.v1&targetPid=10.1186/s12915-021-01101-5&relation=IsSupplementTo
10.6084/m9.figshare.c.3628991_d1.v1;10.1186/s12920-015-0161-6;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.c.3628991_d1.v1&targetPid=10.1186/s12920-015-0161-6&relation=IsSupplementTo
10.6084/m9.figshare.22815197;10.1186/s13014-023-02275-8;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.22815197&targetPid=10.1186/s13014-023-02275-8&relation=IsSupplementTo
10.6084/m9.figshare.c.3607397.v1;10.1186/s13059-016-0915-2;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.c.3607397.v1&targetPid=10.1186/s13059-016-0915-2&relation=IsSupplementTo
10.17863/cam.12536;10.1038/s41598-018-20122-9;IsSupplementTo;1;/v3/Links?sourcePid=10.17863/cam.12536&targetPid=10.1038/s41598-018-20122-9&relation=IsSupplementTo
10.6084/m9.figshare.c.5195205;10.1186/s13014-020-01693-2;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.c.5195205&targetPid=10.1186/s13014-020-01693-2&relation=IsSupplementTo
10.1594/pangaea.927947;10.1080/01490451.2019.1694107;IsSupplementTo;1;/v3/Links?sourcePid=10.1594/pangaea.927947&targetPid=10.1080/01490451.2019.1694107&relation=IsSupplementTo
10.6084/m9.figshare.4933325.v1;10.1098/rspb.2017.0509;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.4933325.v1&targetPid=10.1098/rspb.2017.0509&relation=IsSupplementTo
10.1594/pangaea.945724;10.1029/2022gc010550;IsSupplementTo;1;/v3/Links?sourcePid=10.1594/pangaea.945724&targetPid=10.1029/2022gc010550&relation=IsSupplementTo
10.1594/pangaea.911939;10.1002/lno.11605;IsSupplementTo;1;/v3/Links?sourcePid=10.1594/pangaea.911939&targetPid=10.1002/lno.11605&relation=IsSupplementTo
10.6084/m9.figshare.3563604.v1;10.1890/14-2491.1;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.3563604.v1&targetPid=10.1890/14-2491.1&relation=IsSupplementTo
10.1594/pangaea.900991;10.1038/ngeo2469;IsSupplementTo;1;/v3/Links?sourcePid=10.1594/pangaea.900991&targetPid=10.1038/ngeo2469&relation=IsSupplementTo
10.1594/pangaea.831770;10.5194/bg-10-4591-2013;IsSupplementTo;1;/v3/Links?sourcePid=10.1594/pangaea.831770&targetPid=10.5194/bg-10-4591-2013&relation=IsSupplementTo
10.1594/pangaea.843814;10.1016/j.dci.2015.09.008;IsSupplementTo;1;/v3/Links?sourcePid=10.1594/pangaea.843814&targetPid=10.1016/j.dci.2015.09.008&relation=IsSupplementTo
10.6084/m9.figshare.13711730.v1;10.1080/14693062.2021.1878009;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.13711730.v1&targetPid=10.1080/14693062.2021.1878009&relation=IsSupplementTo
10.5061/dryad.v49vd;10.1111/gcb.13955;IsCitedBy;0;/v3/Links?sourcePid=10.5061/dryad.v49vd&targetPid=10.1111/gcb.13955&relation=IsCitedBy
10.1594/pangaea.711838;10.1007/s00531-005-0504-1;IsSupplementTo;1;/v3/Links?sourcePid=10.1594/pangaea.711838&targetPid=10.1007/s00531-005-0504-1&relation=IsSupplementTo
10.1594/pangaea.928568;10.3390/atmos12020174;IsSupplementTo;1;/v3/Links?sourcePid=10.1594/pangaea.928568&targetPid=10.3390/atmos12020174&relation=IsSupplementTo
10.1594/pangaea.929270;10.3354/meps13390;IsSupplementTo;1;/v3/Links?sourcePid=10.1594/pangaea.929270&targetPid=10.3354/meps13390&relation=IsSupplementTo
10.6084/m9.figshare.6007160;10.1038/sdata.2018.154;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.6007160&targetPid=10.1038/sdata.2018.154&relation=IsSupplementTo
10.1594/pangaea.844555;10.1152/ajpregu.00107.2011;IsSupplementTo;1;/v3/Links?sourcePid=10.1594/pangaea.844555&targetPid=10.1152/ajpregu.00107.2011&relation=IsSupplementTo
10.1594/pangaea.914882;10.1016/j.epsl.2020.116390;IsSupplementTo;1;/v3/Links?sourcePid=10.1594/pangaea.914882&targetPid=10.1016/j.epsl.2020.116390&relation=IsSupplementTo
10.1594/pangaea.787111;10.1029/2008pa001685;IsSupplementTo;1;/v3/Links?sourcePid=10.1594/pangaea.787111&targetPid=10.1029/2008pa001685&relation=IsSupplementTo
10.1594/pangaea.846137;10.1126/sciadv.1500531;IsSupplementTo;1;/v3/Links?sourcePid=10.1594/pangaea.846137&targetPid=10.1126/sciadv.1500531&relation=IsSupplementTo
10.17632/s97kpycx63.1;10.1016/j.gr.2020.06.012;IsSupplementTo;1;/v3/Links?sourcePid=10.17632/s97kpycx63.1&targetPid=10.1016/j.gr.2020.06.012&relation=IsSupplementTo
10.5061/dryad.83765sm;10.1111/eva.12760;IsCitedBy;0;/v3/Links?sourcePid=10.5061/dryad.83765sm&targetPid=10.1111/eva.12760&relation=IsCitedBy
10.1594/pangaea.910769;10.1016/j.margeo.2020.106291;IsSupplementTo;1;/v3/Links?sourcePid=10.1594/pangaea.910769&targetPid=10.1016/j.margeo.2020.106291&relation=IsSupplementTo
10.6084/m9.figshare.c.6373186;10.1098/rspb.2022.2262;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.c.6373186&targetPid=10.1098/rspb.2022.2262&relation=IsSupplementTo
10.6084/m9.figshare.c.5914929.v1;10.1186/s12883-022-02642-0;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.c.5914929.v1&targetPid=10.1186/s12883-022-02642-0&relation=IsSupplementTo
10.6084/m9.figshare.20267368.v1;10.1186/s40478-022-01387-8;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.20267368.v1&targetPid=10.1186/s40478-022-01387-8&relation=IsSupplementTo
10.6084/m9.figshare.c.3625001.v1;10.1186/s12974-015-0393-6;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.c.3625001.v1&targetPid=10.1186/s12974-015-0393-6&relation=IsSupplementTo
10.6084/m9.figshare.c.3624854;10.1186/s11556-016-0168-9;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.c.3624854&targetPid=10.1186/s11556-016-0168-9&relation=IsSupplementTo
10.6084/m9.figshare.24179445.v1;10.1038/s41467-023-42372-6;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.24179445.v1&targetPid=10.1038/s41467-023-42372-6&relation=IsSupplementTo
10.6084/m9.figshare.14091298.v1;10.1186/s13024-021-00422-x;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.14091298.v1&targetPid=10.1186/s13024-021-00422-x&relation=IsSupplementTo
10.1594/pangaea.779878;10.1130/g24979a.1;IsSupplementTo;1;/v3/Links?sourcePid=10.1594/pangaea.779878&targetPid=10.1130/g24979a.1&relation=IsSupplementTo
10.6084/m9.figshare.6339893;10.1038/sdata.2018.241;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.6339893&targetPid=10.1038/sdata.2018.241&relation=IsSupplementTo
10.6084/m9.figshare.24223810;10.1186/s13024-023-00657-w;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.24223810&targetPid=10.1186/s13024-023-00657-w&relation=IsSupplementTo
10.6084/m9.figshare.c.3598868;10.1186/s40478-016-0310-y;IsSupplementTo;1;/v3/Links?sourcePid=10.6084/m9.figshare.c.3598868&targetPid=10.1186/s40478-016-0310-y&relation=IsSupplementTo
10.17182/hepdata.43865.v1/t52;10.1007/s100520000344;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.43865.v1/t52&targetPid=10.1007/s100520000344&relation=IsSupplementTo
10.17182/hepdata.58021.v1/t31;10.1016/j.physletb.2011.12.056;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.58021.v1/t31&targetPid=10.1016/j.physletb.2011.12.056&relation=IsSupplementTo
10.17182/hepdata.58021.v1/t56;10.1016/j.physletb.2011.12.056;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.58021.v1/t56&targetPid=10.1016/j.physletb.2011.12.056&relation=IsSupplementTo
10.17182/hepdata.58021.v1/t59;10.1016/j.physletb.2011.12.056;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.58021.v1/t59&targetPid=10.1016/j.physletb.2011.12.056&relation=IsSupplementTo
10.17182/hepdata.49820.v1/t5;10.1016/s0370-2693(02)01340-0;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.49820.v1/t5&targetPid=10.1016/s0370-2693(02)01340-0&relation=IsSupplementTo
10.17182/hepdata.64205.v1/t5;10.1007/jhep08(2014)023;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.64205.v1/t5&targetPid=10.1007/jhep08(2014)023&relation=IsSupplementTo
10.17182/hepdata.44710.v1/t31;10.1016/s0550-3213(96)00675-x;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.44710.v1/t31&targetPid=10.1016/s0550-3213(96)00675-x&relation=IsSupplementTo
10.17182/hepdata.89225.v1/t28;10.1140/epjc/s10052-019-7371-6;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.89225.v1/t28&targetPid=10.1140/epjc/s10052-019-7371-6&relation=IsSupplementTo
10.17182/hepdata.89225.v1/t42;10.1140/epjc/s10052-019-7371-6;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.89225.v1/t42&targetPid=10.1140/epjc/s10052-019-7371-6&relation=IsSupplementTo
10.17182/hepdata.45630.v1;10.1016/j.nuclphysb.2007.03.045;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.45630.v1&targetPid=10.1016/j.nuclphysb.2007.03.045&relation=IsSupplementTo
10.17182/hepdata.59366.v1/t64;10.1140/epjc/s10052-012-2164-1;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.59366.v1/t64&targetPid=10.1140/epjc/s10052-012-2164-1&relation=IsSupplementTo
10.17182/hepdata.44587.v1/t22;10.1016/s0550-3213(97)00585-3;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.44587.v1/t22&targetPid=10.1016/s0550-3213(97)00585-3&relation=IsSupplementTo
10.17182/hepdata.11377.v1/t2;10.1140/epjc/s2006-02493-x;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.11377.v1/t2&targetPid=10.1140/epjc/s2006-02493-x&relation=IsSupplementTo
10.17182/hepdata.11377.v1/t41;10.1140/epjc/s2006-02493-x;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.11377.v1/t41&targetPid=10.1140/epjc/s2006-02493-x&relation=IsSupplementTo
10.17182/hepdata.11377.v1/t44;10.1140/epjc/s2006-02493-x;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.11377.v1/t44&targetPid=10.1140/epjc/s2006-02493-x&relation=IsSupplementTo
10.17182/hepdata.11377.v1/t7;10.1140/epjc/s2006-02493-x;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.11377.v1/t7&targetPid=10.1140/epjc/s2006-02493-x&relation=IsSupplementTo
10.17182/hepdata.30892.v1/t13;10.1016/0370-2693(82)90117-4;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.30892.v1/t13&targetPid=10.1016/0370-2693(82)90117-4&relation=IsSupplementTo
10.17182/hepdata.2111.v1;10.1007/bf01577559;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.2111.v1&targetPid=10.1007/bf01577559&relation=IsSupplementTo
10.17182/hepdata.11818.v1/t20;10.1016/j.nuclphysb.2006.05.016;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.11818.v1/t20&targetPid=10.1016/j.nuclphysb.2006.05.016&relation=IsSupplementTo
10.17182/hepdata.11818.v1/t6;10.1016/j.nuclphysb.2006.05.016;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.11818.v1/t6&targetPid=10.1016/j.nuclphysb.2006.05.016&relation=IsSupplementTo
10.17182/hepdata.11818.v1/t69;10.1016/j.nuclphysb.2006.05.016;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.11818.v1/t69&targetPid=10.1016/j.nuclphysb.2006.05.016&relation=IsSupplementTo
10.17182/hepdata.70063.v1/t11;10.1007/jhep06(2012)160;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.70063.v1/t11&targetPid=10.1007/jhep06(2012)160&relation=IsSupplementTo
10.17182/hepdata.53754.v1/t11;10.1088/1126-6708/2009/06/074;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.53754.v1/t11&targetPid=10.1088/1126-6708/2009/06/074&relation=IsSupplementTo
10.17182/hepdata.57077.v1/t36;10.1088/1367-2630/13/5/053033;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.57077.v1/t36&targetPid=10.1088/1367-2630/13/5/053033&relation=IsSupplementTo
10.17182/hepdata.30634.v1;10.1016/0370-2693(83)91542-3;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.30634.v1&targetPid=10.1016/0370-2693(83)91542-3&relation=IsSupplementTo
10.17182/hepdata.62425.v1/t3;10.1007/jhep03(2012)020;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.62425.v1/t3&targetPid=10.1007/jhep03(2012)020&relation=IsSupplementTo
10.17182/hepdata.45892.v1/t10;10.1140/epjc/s10052-006-0035-3;IsSupplementTo;1;/v3/Links?sourcePid=10.17182/hepdata.45892.v1/t10&targetPid=10.1140/epjc/s10052-006-0035-3&relation=IsSupplementTo
